,day_num,is_day,is_real_result,speed,spread
0,0,0,1,7.8731712194180625,10.311794149756727
1,0,1,1,11.606599813742786,9.257040873511272
2,0,0,0,9.815690854432269,9.637787737610065
3,0,1,0,9.919146146432386,9.659806218869699
4,0,0,0,9.803979270493247,9.582240598572566
5,0,1,0,9.876857437491083,9.650253911424322
6,0,0,0,9.881673213908854,9.64291964998299
7,0,1,0,9.973206510717224,9.606065921132915
8,0,0,0,9.8179498452562,9.638161720915956
9,0,1,0,9.912530917493918,9.611902763345606
10,0,0,0,9.932251071356834,9.609732050774277
11,0,1,0,9.891344022538616,9.662792257783153
12,0,0,0,9.752946744793556,9.693352488113478
13,0,1,0,9.971678900361727,9.623756942072081
14,0,0,0,9.87652820971754,9.609773176860392
15,0,1,0,9.855015684045222,9.704978476229508
16,0,0,0,9.939542742702479,9.607002163034268
17,0,1,0,10.002927336013348,9.614993908705909
18,0,0,0,9.859118055793013,9.682567556591033
19,0,1,0,9.896566902081183,9.60978890629302
20,0,0,0,9.806215431491934,9.670465986321068
21,0,1,0,9.973214129625042,9.650184125328538
22,0,0,0,9.85022663955684,9.693423524006024
23,0,1,0,9.847321450100075,9.645889913297133
24,0,0,0,9.695529520096969,9.693905386705188
25,0,1,0,9.883270316493894,9.625919155269806
26,0,0,0,9.855613917325936,9.698439250853596
27,0,1,0,10.055184259587705,9.659869270980384
28,0,0,0,9.972138503293337,9.65318339840641
29,0,1,0,9.862773072118005,9.649320683524104
30,0,0,0,9.866211976911504,9.577184547864883
31,0,1,0,9.86261897334661,9.605033522024604
32,0,0,0,9.908684758426503,9.688223477861113
33,0,1,0,9.953788802033484,9.658881856803971
34,0,0,0,9.999586503262615,9.594891396396067
35,0,1,0,9.966864150639559,9.625342068963787
36,0,0,0,10.052031505472916,9.616556603720543
37,0,1,0,9.944383440772437,9.596189625547943
38,0,0,0,9.883797695964,9.753403240697125
39,0,1,0,9.926010243395323,9.63225695873889
40,0,0,0,9.880880749704486,9.560306730624697
41,0,1,0,9.810666430090755,9.613669244259073
42,0,0,0,9.83720861379648,9.71359719189787
43,0,1,0,9.82773822968664,9.652660378480647
44,0,0,0,9.88405379341994,9.589657192385921
45,0,1,0,9.981595319499617,9.600820493047218
46,0,0,0,9.906905704032955,9.60179182916591
47,0,1,0,9.933695619040508,9.68695242148319
48,0,0,0,9.880366378673205,9.581606608259197
49,0,1,0,9.910415957219929,9.569594301870142
50,0,0,0,9.900682648609894,9.680761781665533
51,0,1,0,9.876816478209207,9.5931050130037
52,0,0,0,10.012455542723467,9.588013255472974
53,0,1,0,9.819524416017911,9.60674602728894
54,0,0,0,9.941825623736193,9.644861408373538
55,0,1,0,10.05819705634216,9.638228887462269
56,0,0,0,9.874471220239657,9.662673473799
57,0,1,0,9.828870003030438,9.652158795224409
58,0,0,0,9.840762494329569,9.626973431078348
59,0,1,0,9.961271699015008,9.640967255126451
60,0,0,0,9.884216065449387,9.729869016491937
61,0,1,0,9.908974074049018,9.634865676154952
62,0,0,0,9.857248627387788,9.613687790155984
63,0,1,0,9.883624407477667,9.609181854569945
64,0,0,0,10.066173624711942,9.627742334467857
65,0,1,0,9.97292674903474,9.704855446234038
66,0,0,0,9.864847245837284,9.581342441710397
67,0,1,0,9.923230722958376,9.60795213633411
68,0,0,0,9.934723641766178,9.65166871504319
69,0,1,0,9.86547597180411,9.693717995230172
70,0,0,0,9.940028317153883,9.685881891214509
71,0,1,0,9.941673501837373,9.570362249982884
72,0,0,0,10.019529430735581,9.622527760878578
73,0,1,0,9.849856303080145,9.634274215231052
74,0,0,0,9.912548347069512,9.69608665867104
75,0,1,0,9.801440099465978,9.673409259584188
76,0,0,0,9.714625301720961,9.59451431452332
77,0,1,0,9.90564257577194,9.602555276023931
78,0,0,0,9.96471619744599,9.717487435230817
79,0,1,0,9.846629284515073,9.635339334583797
80,0,0,0,9.914573928601257,9.60285862740664
81,0,1,0,9.79972126586649,9.642858227332527
82,0,0,0,9.804992022836895,9.635019311627829
83,0,1,0,9.875842671778765,9.670233383999278
84,0,0,0,9.730274008720299,9.579709817173457
85,0,1,0,9.924828819825906,9.636213681610467
86,0,0,0,9.993533376644049,9.576726537691677
87,0,1,0,9.94791601227653,9.68633561278958
88,0,0,0,9.979456141048201,9.700457332160683
89,0,1,0,10.044602495201476,9.624653353386993
90,0,0,0,9.956727268971825,9.734759656270887
91,0,1,0,9.924567593215126,9.699139047121722
92,0,0,0,9.92431025490079,9.701938115067064
93,0,1,0,10.012712881241203,9.601255977354109
94,0,0,0,10.016996390507009,9.617253259926937
95,0,1,0,9.918636858538559,9.688640841046894
96,0,0,0,9.872511462150538,9.680570212400141
97,0,1,0,9.99870870140692,9.601271314740094
98,0,0,0,9.855483671302217,9.66000439233444
99,0,1,0,9.909307841130428,9.65147219566309
100,0,0,0,9.817086274941625,9.636664963833299
101,0,1,0,9.871180195743737,9.628168984211586
102,0,0,0,9.938814195454649,9.642468236183271
103,0,1,0,9.888485657486683,9.614404236729753
104,0,0,0,10.011379874285227,9.635471724859112
105,0,1,0,9.871313074581515,9.671801980034495
106,0,0,0,9.844000025727075,9.652004604700917
107,0,1,0,9.95032386159304,9.671527224718549
108,0,0,0,10.019621831713856,9.667067853021596
109,0,1,0,9.853898873132374,9.669220175214083
110,0,0,0,9.807695055933367,9.60466713041841
111,0,1,0,9.872157696140663,9.647523907083324
112,0,0,0,9.838442770139249,9.64979545718957
113,0,1,0,9.86733199534581,9.604407330224143
114,0,0,0,9.980201527434465,9.598552416866722
115,0,1,0,9.883455297191674,9.651227647814965
116,0,0,0,9.927024629279888,9.664718360402007
117,0,1,0,9.973156779709052,9.636892369392713
118,0,0,0,9.918349623707972,9.555435098188228
119,0,1,0,9.996724374693331,9.659358935313973
120,0,0,0,9.959659265761191,9.661056209752589
121,0,1,0,9.89864121762171,9.659616711668075
122,0,0,0,9.971566750354297,9.604472234499088
123,0,1,0,9.862670969320567,9.676674504743294
124,0,0,0,9.980257935466176,9.654358340881622
125,0,1,0,9.864304917772756,9.66775518833612
126,0,0,0,9.909174264215444,9.633831389384877
127,0,1,0,9.910743852531676,9.69565594382554
128,0,0,0,9.916748895948636,9.61532884504367
129,0,1,0,9.908974914365826,9.669587614617454
130,0,0,0,9.995169885876653,9.6985016769663
131,0,1,0,9.923151563875207,9.69785594025585
132,0,0,0,9.88883210953246,9.630293298841456
133,0,1,0,9.917992216425201,9.642359210069618
134,0,0,0,9.874037538093999,9.654273171516737
135,0,1,0,9.913531363440402,9.63134922203975
136,0,0,0,9.889917375848047,9.639919192563665
137,0,1,0,9.841392403158563,9.617711219486369
138,0,0,0,9.882528178479523,9.663341411192885
139,0,1,0,9.982735512196145,9.625753668838762
140,0,0,0,9.936062706765265,9.656119572407816
141,0,1,0,9.939595460243787,9.62232064380887
142,0,0,0,9.90695525393246,9.606213501167783
143,0,1,0,9.927658609012703,9.669300220490662
144,0,0,0,9.923760457725512,9.652827764387483
145,0,1,0,9.906847584736019,9.658061638579118
146,0,0,0,9.806630756513,9.63851626544153
147,0,1,0,9.918051949116988,9.699724549899233
148,0,0,0,9.929705043204896,9.579199257488819
149,0,1,0,9.900596199496054,9.635153232103354
150,0,0,0,9.973693549528505,9.635536110623192
151,0,1,0,9.922856907949567,9.624853403517898
152,0,0,0,9.838006466895777,9.646481742670176
153,0,1,0,9.893240903021074,9.686469893587871
154,0,0,0,9.920863264492576,9.60929638884817
155,0,1,0,9.90316860680535,9.679530650583759
156,0,0,0,9.882222290793704,9.591378086878864
157,0,1,0,9.850057903192866,9.623456542552582
158,0,0,0,9.992457948014197,9.588936857728784
159,0,1,0,9.72909067212358,9.668887923227574
160,0,0,0,9.896042137025024,9.610897115277334
161,0,1,0,9.842769905091714,9.642536275718598
162,0,0,0,10.018264698014011,9.656988240548037
163,0,1,0,9.915270829034148,9.621490162667488
164,0,0,0,9.938988174780777,9.579281610254391
165,0,1,0,9.951463111178656,9.660435455962478
166,0,0,0,9.861498852046257,9.611139992322814
167,0,1,0,9.975229060776934,9.579190525097719
168,0,0,0,9.81050191305386,9.596573961395428
169,0,1,0,9.84767692373192,9.636170323201569
170,0,0,0,9.83361742422019,9.640922635914913
171,0,1,0,9.97264605445502,9.71066823796467
172,0,0,0,10.015824378978614,9.574839893282382
173,0,1,0,9.952973401183993,9.620692382680879
174,0,0,0,9.804070724721303,9.676783395466996
175,0,1,0,9.826679726308251,9.584554894580675
176,0,0,0,9.95460563220622,9.66010570146099
177,0,1,0,9.937501530123864,9.586501688842212
178,0,0,0,9.9856728263045,9.615430159289708
179,0,1,0,9.794675993013355,9.629715703824413
180,0,0,0,9.987155740524624,9.625426983166571
181,0,1,0,9.923390296569417,9.66224428960963
182,0,0,0,9.874832971480592,9.582572362806825
183,0,1,0,9.974219357188694,9.682706839948944
184,0,0,0,9.940488137602292,9.597698858337441
185,0,1,0,9.880243354427071,9.660489699173784
186,0,0,0,9.894598210436016,9.703985683924378
187,0,1,0,9.92225745418411,9.632063566622062
188,0,0,0,9.881474640220684,9.692341258970675
189,0,1,0,9.997344978469608,9.65371789285955
190,0,0,0,9.899281645988571,9.668328942584532
191,0,1,0,9.805086113156392,9.632993650813154
192,0,0,0,9.874731883824545,9.680358401378829
193,0,1,0,9.933419078580133,9.59188522133197
194,0,0,0,10.011181536993547,9.680933190761362
195,0,1,0,9.871278503205106,9.679453392018434
196,0,0,0,9.993467757687252,9.681122690618695
197,0,1,0,9.882924233907447,9.667489775498678
198,0,0,0,9.8395405972662,9.663791411753003
199,0,1,0,9.902413398232031,9.62724014421049
200,0,0,0,10.015989282580787,9.680280736278831
201,0,1,0,9.963709438240976,9.624519411858738
202,0,0,0,9.877923712051418,9.618561412531662
203,0,1,0,9.843295215693695,9.642331295566212
204,0,0,0,10.044983830451585,9.633636595863864
205,0,1,0,9.907640903900555,9.622762350163637
206,0,0,0,9.929218247781442,9.63192960911856
207,0,1,0,9.888990653381814,9.63926245996067
208,0,0,0,9.927225082620314,9.673872880579141
209,0,1,0,9.914050242079005,9.659842654547768
210,0,0,0,9.753306895822927,9.614201622403277
211,0,1,0,9.996700644715405,9.615912552274946
212,0,0,0,9.826898143371869,9.677709849372008
213,0,1,0,9.887105991814023,9.615865061944133
214,0,0,0,9.89081364650353,9.588756257098947
215,0,1,0,9.934123576549508,9.647079033461333
216,0,0,0,10.057026060109223,9.557348960977942
217,0,1,0,9.84081739096842,9.60262457126151
218,0,0,0,10.000045068224452,9.70144559951393
219,0,1,0,9.906122104930601,9.583091061304303
220,0,0,0,9.75234722144322,9.655139272218072
221,0,1,0,9.862451859552081,9.63762569370374
222,0,0,0,9.922845988500923,9.64218892555743
223,0,1,0,9.95896723534496,9.678496787945281
224,0,0,0,9.760334808981993,9.676186209323863
225,0,1,0,9.839420580287205,9.624681652169597
226,0,0,0,9.892004830136079,9.651734035622901
227,0,1,0,9.93103511341441,9.611402463108544
228,0,0,0,9.865726354111686,9.636847868690491
229,0,1,0,9.85474742927687,9.685620631136725
230,0,0,0,9.817285029664752,9.694940961571966
231,0,1,0,9.996152404533918,9.691015097397138
232,0,0,0,9.947609026857018,9.7910041943856
233,0,1,0,9.860487177573887,9.642661347053128
234,0,0,0,9.816732226402438,9.611323953427025
235,0,1,0,9.929520811117154,9.587412932607561
236,0,0,0,9.904058463883631,9.65901749540199
237,0,1,0,9.761484852551648,9.611288101605112
238,0,0,0,9.910805801545832,9.735022497903255
239,0,1,0,9.929426763598718,9.651018224699905
240,0,0,0,9.751915223532498,9.539394501926015
241,0,1,0,9.844895920870092,9.662188132277523
242,0,0,0,9.864199597787247,9.6650805727029
243,0,1,0,9.960750610862926,9.631360298303154
